pbs_code,prescriber_code,prescriber_type,schedule_code
"8007K","N","Nurse Practitioners","3834"
"8008L","M","Medical Practitioners","3834"
"8008L","N","Nurse Practitioners","3834"
"8016X","M","Medical Practitioners","3834"
"8016X","N","Nurse Practitioners","3834"
"8019C","M","Medical Practitioners","3834"
"8019C","N","Nurse Practitioners","3834"
"8020D","M","Medical Practitioners","3834"
"8020D","N","Nurse Practitioners","3834"
"8021E","M","Medical Practitioners","3834"
"8021E","N","Nurse Practitioners","3834"
"8025J","M","Medical Practitioners","3834"
"8025J","N","Nurse Practitioners","3834"
"8027L","M","Medical Practitioners","3834"
"8027L","N","Nurse Practitioners","3834"
"8035X","M","Medical Practitioners","3834"
"8035X","N","Nurse Practitioners","3834"
"8039D","M","Medical Practitioners","3834"
"8039D","N","Nurse Practitioners","3834"
"8043H","M","Medical Practitioners","3834"
"8043H","N","Nurse Practitioners","3834"
"8054X","M","Medical Practitioners","3834"
"8054X","N","Nurse Practitioners","3834"
"8055Y","M","Medical Practitioners","3834"
"8055Y","N","Nurse Practitioners","3834"
"8057C","M","Medical Practitioners","3834"
"8057C","N","Nurse Practitioners","3834"
"8058D","M","Medical Practitioners","3834"
"8058D","N","Nurse Practitioners","3834"
"8063J","M","Medical Practitioners","3834"
"8063J","N","Nurse Practitioners","3834"
"8064K","M","Medical Practitioners","3834"
"8064K","N","Nurse Practitioners","3834"
"8078E","M","Medical Practitioners","3834"
"8079F","M","Medical Practitioners","3834"
"8084L","M","Medical Practitioners","3834"
"8084L","N","Nurse Practitioners","3834"
"8086N","M","Medical Practitioners","3834"
"8086N","N","Nurse Practitioners","3834"
"8092X","M","Medical Practitioners","3834"
"8092X","N","Nurse Practitioners","3834"
"8093Y","M","Medical Practitioners","3834"
"8094B","M","Medical Practitioners","3834"
"8094B","N","Nurse Practitioners","3834"
"8097E","M","Medical Practitioners","3834"
"8097E","N","Nurse Practitioners","3834"
"8100H","M","Medical Practitioners","3834"
"8100H","N","Nurse Practitioners","3834"
"8101J","M","Medical Practitioners","3834"
"8101J","N","Nurse Practitioners","3834"
"8114C","M","Medical Practitioners","3834"
"8115D","M","Medical Practitioners","3834"
"8115D","N","Nurse Practitioners","3834"
"8115D","W","Midwives","3834"
"8119H","M","Medical Practitioners","3834"
"8119H","N","Nurse Practitioners","3834"
"8121K","M","Medical Practitioners","3834"
"8121K","N","Nurse Practitioners","3834"
"8121K","W","Midwives","3834"
"8122L","M","Medical Practitioners","3834"
"8122L","N","Nurse Practitioners","3834"
"8122L","W","Midwives","3834"
"8128T","M","Medical Practitioners","3834"
"8128T","N","Nurse Practitioners","3834"
"8133C","M","Medical Practitioners","3834"
"8133C","N","Nurse Practitioners","3834"
"8134D","M","Medical Practitioners","3834"
"8134D","N","Nurse Practitioners","3834"
"8136F","M","Medical Practitioners","3834"
"8136F","N","Nurse Practitioners","3834"
"8140K","M","Medical Practitioners","3834"
"8140K","N","Nurse Practitioners","3834"
"8141L","M","Medical Practitioners","3834"
"8141L","N","Nurse Practitioners","3834"
"8144P","M","Medical Practitioners","3834"
"8144P","N","Nurse Practitioners","3834"
"8147T","M","Medical Practitioners","3834"
"8147T","N","Nurse Practitioners","3834"
"8148W","M","Medical Practitioners","3834"
"8148W","N","Nurse Practitioners","3834"
"8149X","M","Medical Practitioners","3834"
"8149X","N","Nurse Practitioners","3834"
"8163P","M","Medical Practitioners","3834"
"8163P","N","Nurse Practitioners","3834"
"8164Q","M","Medical Practitioners","3834"
"8164Q","N","Nurse Practitioners","3834"
"8165R","M","Medical Practitioners","3834"
"8165R","N","Nurse Practitioners","3834"
"8166T","M","Medical Practitioners","3834"
"8166T","N","Nurse Practitioners","3834"
"8170B","M","Medical Practitioners","3834"
"8170B","N","Nurse Practitioners","3834"
"8171C","M","Medical Practitioners","3834"
"8171C","N","Nurse Practitioners","3834"
"8173E","M","Medical Practitioners","3834"
"8173E","N","Nurse Practitioners","3834"
"8174F","M","Medical Practitioners","3834"
"8174F","N","Nurse Practitioners","3834"
"8179L","M","Medical Practitioners","3834"
"8179L","N","Nurse Practitioners","3834"
"8185T","M","Medical Practitioners","3834"
"8185T","N","Nurse Practitioners","3834"
"8186W","M","Medical Practitioners","3834"
"8186W","N","Nurse Practitioners","3834"
"8187X","M","Medical Practitioners","3834"
"8187X","N","Nurse Practitioners","3834"
"8188Y","M","Medical Practitioners","3834"
"8188Y","N","Nurse Practitioners","3834"
"8189B","M","Medical Practitioners","3834"
"8189B","N","Nurse Practitioners","3834"
"8196J","M","Medical Practitioners","3834"
"8196J","N","Nurse Practitioners","3834"
"8197K","M","Medical Practitioners","3834"
"8197K","N","Nurse Practitioners","3834"
"8198L","M","Medical Practitioners","3834"
"8198L","N","Nurse Practitioners","3834"
"8200N","M","Medical Practitioners","3834"
"8200N","N","Nurse Practitioners","3834"
"8200N","W","Midwives","3834"
"8201P","M","Medical Practitioners","3834"
"8201P","N","Nurse Practitioners","3834"
"8202Q","M","Medical Practitioners","3834"
"8202Q","N","Nurse Practitioners","3834"
"8212F","M","Medical Practitioners","3834"
"8212F","N","Nurse Practitioners","3834"
"8213G","M","Medical Practitioners","3834"
"8213G","N","Nurse Practitioners","3834"
"8214H","M","Medical Practitioners","3834"
"8214H","N","Nurse Practitioners","3834"
"8215J","M","Medical Practitioners","3834"
"8215J","N","Nurse Practitioners","3834"
"8216K","M","Medical Practitioners","3834"
"8217L","M","Medical Practitioners","3834"
"8217L","N","Nurse Practitioners","3834"
"8218M","M","Medical Practitioners","3834"
"8218M","N","Nurse Practitioners","3834"
"8219N","M","Medical Practitioners","3834"
"8219N","N","Nurse Practitioners","3834"
"8220P","M","Medical Practitioners","3834"
"8220P","N","Nurse Practitioners","3834"
"8221Q","M","Medical Practitioners","3834"
"8221Q","N","Nurse Practitioners","3834"
"8222R","M","Medical Practitioners","3834"
"8222R","N","Nurse Practitioners","3834"
"8223T","M","Medical Practitioners","3834"
"8223T","N","Nurse Practitioners","3834"
"8224W","M","Medical Practitioners","3834"
"8224W","N","Nurse Practitioners","3834"
"8225X","M","Medical Practitioners","3834"
"8225X","N","Nurse Practitioners","3834"
"8228C","M","Medical Practitioners","3834"
"8228C","N","Nurse Practitioners","3834"
"8229D","M","Medical Practitioners","3834"
"8229D","N","Nurse Practitioners","3834"
"8230E","M","Medical Practitioners","3834"
"8230E","N","Nurse Practitioners","3834"
"8231F","M","Medical Practitioners","3834"
"8231F","N","Nurse Practitioners","3834"
"8233H","M","Medical Practitioners","3834"
"8233H","N","Nurse Practitioners","3834"
"8238N","M","Medical Practitioners","3834"
"8238N","N","Nurse Practitioners","3834"
"8239P","M","Medical Practitioners","3834"
"8239P","N","Nurse Practitioners","3834"
"8240Q","M","Medical Practitioners","3834"
"8240Q","N","Nurse Practitioners","3834"
"8243W","M","Medical Practitioners","3834"
"8243W","N","Nurse Practitioners","3834"
"8244X","M","Medical Practitioners","3834"
"8244X","N","Nurse Practitioners","3834"
"8245Y","M","Medical Practitioners","3834"
"8245Y","N","Nurse Practitioners","3834"
"8246B","M","Medical Practitioners","3834"
"8246B","N","Nurse Practitioners","3834"
"8247C","M","Medical Practitioners","3834"
"8247C","N","Nurse Practitioners","3834"
"8248D","M","Medical Practitioners","3834"
"8248D","N","Nurse Practitioners","3834"
"8254K","M","Medical Practitioners","3834"
"8254K","N","Nurse Practitioners","3834"
"8254K","W","Midwives","3834"
"8255L","M","Medical Practitioners","3834"
"8255L","N","Nurse Practitioners","3834"
"8256M","M","Medical Practitioners","3834"
"8256M","N","Nurse Practitioners","3834"
"8257N","M","Medical Practitioners","3834"
"8257N","N","Nurse Practitioners","3834"
"8258P","M","Medical Practitioners","3834"
"8258P","N","Nurse Practitioners","3834"
"8259Q","M","Medical Practitioners","3834"
"8259Q","N","Nurse Practitioners","3834"
"8262W","M","Medical Practitioners","3834"
"8262W","N","Nurse Practitioners","3834"
"8262W","W","Midwives","3834"
"8263X","M","Medical Practitioners","3834"
"8263X","N","Nurse Practitioners","3834"
"8263X","W","Midwives","3834"
"8264Y","M","Medical Practitioners","3834"
"8264Y","N","Nurse Practitioners","3834"
"8264Y","W","Midwives","3834"
"8266C","M","Medical Practitioners","3834"
"8266C","N","Nurse Practitioners","3834"
"8270G","M","Medical Practitioners","3834"
"8270G","N","Nurse Practitioners","3834"
"8273K","M","Medical Practitioners","3834"
"8273K","N","Nurse Practitioners","3834"
"8274L","M","Medical Practitioners","3834"
"8274L","N","Nurse Practitioners","3834"
"8285C","M","Medical Practitioners","3834"
"8285C","N","Nurse Practitioners","3834"
"8286D","M","Medical Practitioners","3834"
"8286D","N","Nurse Practitioners","3834"
"8290H","M","Medical Practitioners","3834"
"8290H","N","Nurse Practitioners","3834"
"8292K","M","Medical Practitioners","3834"
"8292K","N","Nurse Practitioners","3834"
"8295N","M","Medical Practitioners","3834"
"8295N","N","Nurse Practitioners","3834"
"8296P","M","Medical Practitioners","3834"
"8296P","N","Nurse Practitioners","3834"
"8297Q","M","Medical Practitioners","3834"
"8297Q","N","Nurse Practitioners","3834"
"8298R","M","Medical Practitioners","3834"
"8298R","N","Nurse Practitioners","3834"
"8300W","M","Medical Practitioners","3834"
"8300W","N","Nurse Practitioners","3834"
"8301X","M","Medical Practitioners","3834"
"8301X","N","Nurse Practitioners","3834"
"8302Y","M","Medical Practitioners","3834"
"8302Y","N","Nurse Practitioners","3834"
"8311K","M","Medical Practitioners","3834"
"8311K","N","Nurse Practitioners","3834"
"8312L","M","Medical Practitioners","3834"
"8312L","N","Nurse Practitioners","3834"
"8313M","M","Medical Practitioners","3834"
"8313M","N","Nurse Practitioners","3834"
"8318T","M","Medical Practitioners","3834"
"8318T","N","Nurse Practitioners","3834"
"8319W","M","Medical Practitioners","3834"
"8319W","N","Nurse Practitioners","3834"
"8319W","W","Midwives","3834"
"8331L","M","Medical Practitioners","3834"
"8331L","N","Nurse Practitioners","3834"
"8332M","M","Medical Practitioners","3834"
"8332M","N","Nurse Practitioners","3834"
"8333N","M","Medical Practitioners","3834"
"8333N","N","Nurse Practitioners","3834"
"8336R","M","Medical Practitioners","3834"
"8336R","N","Nurse Practitioners","3834"
"8345F","M","Medical Practitioners","3834"
"8345F","N","Nurse Practitioners","3834"
"8346G","M","Medical Practitioners","3834"
"8346G","N","Nurse Practitioners","3834"
"8349K","M","Medical Practitioners","3834"
"8349K","N","Nurse Practitioners","3834"
"8350L","M","Medical Practitioners","3834"
"8350L","N","Nurse Practitioners","3834"
"8351M","M","Medical Practitioners","3834"
"8351M","N","Nurse Practitioners","3834"
"8354Q","M","Medical Practitioners","3834"
"8354Q","N","Nurse Practitioners","3834"
"8355R","M","Medical Practitioners","3834"
"8355R","N","Nurse Practitioners","3834"
"8356T","M","Medical Practitioners","3834"
"8356T","N","Nurse Practitioners","3834"
"8357W","M","Medical Practitioners","3834"
"8357W","N","Nurse Practitioners","3834"
"8358X","M","Medical Practitioners","3834"
"8358X","N","Nurse Practitioners","3834"
"8359Y","M","Medical Practitioners","3834"
"8359Y","N","Nurse Practitioners","3834"
"8362D","M","Medical Practitioners","3834"
"8363E","M","Medical Practitioners","3834"
"8363E","N","Nurse Practitioners","3834"
"8367J","M","Medical Practitioners","3834"
"8367J","N","Nurse Practitioners","3834"
"8369L","M","Medical Practitioners","3834"
"8369L","N","Nurse Practitioners","3834"
"8370M","M","Medical Practitioners","3834"
"8370M","N","Nurse Practitioners","3834"
"8371N","M","Medical Practitioners","3834"
"8371N","N","Nurse Practitioners","3834"
"8372P","M","Medical Practitioners","3834"
"8372P","N","Nurse Practitioners","3834"
"8374R","M","Medical Practitioners","3834"
"8374R","N","Nurse Practitioners","3834"
"8375T","M","Medical Practitioners","3834"
"8375T","N","Nurse Practitioners","3834"
"8378Y","M","Medical Practitioners","3834"
"8379B","M","Medical Practitioners","3834"
"8380C","M","Medical Practitioners","3834"
"8381D","M","Medical Practitioners","3834"
"8383F","M","Medical Practitioners","3834"
"8383F","N","Nurse Practitioners","3834"
"8384G","M","Medical Practitioners","3834"
"8384G","N","Nurse Practitioners","3834"
"8385H","M","Medical Practitioners","3834"
"8385H","N","Nurse Practitioners","3834"
"8386J","M","Medical Practitioners","3834"
"8386J","N","Nurse Practitioners","3834"
"8387K","M","Medical Practitioners","3834"
"8387K","N","Nurse Practitioners","3834"
"8388L","M","Medical Practitioners","3834"
"8388L","N","Nurse Practitioners","3834"
"8389M","M","Medical Practitioners","3834"
"8389M","N","Nurse Practitioners","3834"
"8390N","M","Medical Practitioners","3834"
"8390N","N","Nurse Practitioners","3834"
"8393R","M","Medical Practitioners","3834"
"8393R","N","Nurse Practitioners","3834"
"8394T","M","Medical Practitioners","3834"
"8394T","N","Nurse Practitioners","3834"
"8398B","M","Medical Practitioners","3834"
"8398B","N","Nurse Practitioners","3834"
"8399C","M","Medical Practitioners","3834"
"8399C","N","Nurse Practitioners","3834"
"8404H","M","Medical Practitioners","3834"
"8404H","N","Nurse Practitioners","3834"
"8405J","M","Medical Practitioners","3834"
"8405J","N","Nurse Practitioners","3834"
"8406K","M","Medical Practitioners","3834"
"8406K","N","Nurse Practitioners","3834"
"8407L","M","Medical Practitioners","3834"
"8407L","N","Nurse Practitioners","3834"
"8408M","M","Medical Practitioners","3834"
"8408M","N","Nurse Practitioners","3834"
"8409N","M","Medical Practitioners","3834"
"8409N","N","Nurse Practitioners","3834"
"8412R","M","Medical Practitioners","3834"
"8412R","N","Nurse Practitioners","3834"
"8413T","M","Medical Practitioners","3834"
"8413T","N","Nurse Practitioners","3834"
"8417B","M","Medical Practitioners","3834"
"8417B","N","Nurse Practitioners","3834"
"8420E","M","Medical Practitioners","3834"
"8420E","N","Nurse Practitioners","3834"
"8421F","M","Medical Practitioners","3834"
"8421F","N","Nurse Practitioners","3834"
"8425K","M","Medical Practitioners","3834"
"8425K","N","Nurse Practitioners","3834"
"8426L","M","Medical Practitioners","3834"
"8426L","N","Nurse Practitioners","3834"
"8427M","M","Medical Practitioners","3834"
"8427M","N","Nurse Practitioners","3834"
"8428N","M","Medical Practitioners","3834"
"8428N","N","Nurse Practitioners","3834"
"8430Q","M","Medical Practitioners","3834"
"8430Q","N","Nurse Practitioners","3834"
"8431R","M","Medical Practitioners","3834"
"8431R","N","Nurse Practitioners","3834"
"8432T","M","Medical Practitioners","3834"
"8432T","N","Nurse Practitioners","3834"
"8433W","M","Medical Practitioners","3834"
"8433W","N","Nurse Practitioners","3834"
"8434X","M","Medical Practitioners","3834"
"8434X","N","Nurse Practitioners","3834"
"8435Y","M","Medical Practitioners","3834"
"8435Y","N","Nurse Practitioners","3834"
"8439E","M","Medical Practitioners","3834"
"8439E","N","Nurse Practitioners","3834"
"8440F","M","Medical Practitioners","3834"
"8440F","N","Nurse Practitioners","3834"
"8445L","M","Medical Practitioners","3834"
"8445L","N","Nurse Practitioners","3834"
"8447N","M","Medical Practitioners","3834"
"8447N","N","Nurse Practitioners","3834"
"8448P","M","Medical Practitioners","3834"
"8448P","N","Nurse Practitioners","3834"
"8449Q","M","Medical Practitioners","3834"
"8449Q","N","Nurse Practitioners","3834"
"8450R","M","Medical Practitioners","3834"
"8450R","N","Nurse Practitioners","3834"
"8451T","M","Medical Practitioners","3834"
"8451T","N","Nurse Practitioners","3834"
"8452W","M","Medical Practitioners","3834"
"8452W","N","Nurse Practitioners","3834"
"8453X","M","Medical Practitioners","3834"
"8453X","N","Nurse Practitioners","3834"
"8455B","M","Medical Practitioners","3834"
"8455B","N","Nurse Practitioners","3834"
"8456C","M","Medical Practitioners","3834"
"8456C","N","Nurse Practitioners","3834"
"8457D","M","Medical Practitioners","3834"
"8457D","N","Nurse Practitioners","3834"
"8458E","M","Medical Practitioners","3834"
"8458E","N","Nurse Practitioners","3834"
"8459F","M","Medical Practitioners","3834"
"8461H","M","Medical Practitioners","3834"
"8461H","N","Nurse Practitioners","3834"
"8462J","M","Medical Practitioners","3834"
"8462J","N","Nurse Practitioners","3834"
"8463K","M","Medical Practitioners","3834"
"8463K","N","Nurse Practitioners","3834"
"8464L","M","Medical Practitioners","3834"
"8464L","N","Nurse Practitioners","3834"
"8465M","M","Medical Practitioners","3834"
"8465M","N","Nurse Practitioners","3834"
"8470T","M","Medical Practitioners","3834"
"8470T","N","Nurse Practitioners","3834"
"8477E","M","Medical Practitioners","3834"
"8477E","N","Nurse Practitioners","3834"
"8478F","M","Medical Practitioners","3834"
"8478F","N","Nurse Practitioners","3834"
"8479G","M","Medical Practitioners","3834"
"8479G","N","Nurse Practitioners","3834"
"8480H","M","Medical Practitioners","3834"
"8480H","N","Nurse Practitioners","3834"
"8481J","M","Medical Practitioners","3834"
"8481J","N","Nurse Practitioners","3834"
"8482K","M","Medical Practitioners","3834"
"8482K","N","Nurse Practitioners","3834"
"8483L","M","Medical Practitioners","3834"
"8483L","N","Nurse Practitioners","3834"
"8487Q","M","Medical Practitioners","3834"
"8487Q","N","Nurse Practitioners","3834"
"8487Q","W","Midwives","3834"
"8488R","M","Medical Practitioners","3834"
"8488R","N","Nurse Practitioners","3834"
"8489T","M","Medical Practitioners","3834"
"8489T","N","Nurse Practitioners","3834"
"8491X","M","Medical Practitioners","3834"
"8491X","N","Nurse Practitioners","3834"
"8492Y","M","Medical Practitioners","3834"
"8492Y","N","Nurse Practitioners","3834"
"8493B","M","Medical Practitioners","3834"
"8493B","N","Nurse Practitioners","3834"
"8494C","M","Medical Practitioners","3834"
"8494C","N","Nurse Practitioners","3834"
"8495D","M","Medical Practitioners","3834"
"8495D","N","Nurse Practitioners","3834"
"8496E","M","Medical Practitioners","3834"
"8496E","N","Nurse Practitioners","3834"
"8497F","M","Medical Practitioners","3834"
"8497F","N","Nurse Practitioners","3834"
"8498G","M","Medical Practitioners","3834"
"8498G","N","Nurse Practitioners","3834"
"8499H","M","Medical Practitioners","3834"
"8499H","N","Nurse Practitioners","3834"
"8500J","M","Medical Practitioners","3834"
"8500J","N","Nurse Practitioners","3834"
"8501K","M","Medical Practitioners","3834"
"8501K","N","Nurse Practitioners","3834"
"8502L","M","Medical Practitioners","3834"
"8502L","N","Nurse Practitioners","3834"
"8503M","M","Medical Practitioners","3834"
"8503M","N","Nurse Practitioners","3834"
"8504N","M","Medical Practitioners","3834"
"8504N","N","Nurse Practitioners","3834"
"8505P","M","Medical Practitioners","3834"
"8505P","N","Nurse Practitioners","3834"
"8506Q","M","Medical Practitioners","3834"
"8506Q","N","Nurse Practitioners","3834"
"8507R","M","Medical Practitioners","3834"
"8507R","N","Nurse Practitioners","3834"
"8508T","M","Medical Practitioners","3834"
"8508T","N","Nurse Practitioners","3834"
"8509W","M","Medical Practitioners","3834"
"8509W","N","Nurse Practitioners","3834"
"8510X","M","Medical Practitioners","3834"
"8510X","N","Nurse Practitioners","3834"
"8510X","W","Midwives","3834"
"8511Y","M","Medical Practitioners","3834"
"8511Y","N","Nurse Practitioners","3834"
"8512B","M","Medical Practitioners","3834"
"8512B","N","Nurse Practitioners","3834"
"8513C","M","Medical Practitioners","3834"
"8513C","N","Nurse Practitioners","3834"
"8516F","M","Medical Practitioners","3834"
"8516F","N","Nurse Practitioners","3834"
"8517G","M","Medical Practitioners","3834"
"8517G","N","Nurse Practitioners","3834"
"8518H","M","Medical Practitioners","3834"
"8518H","N","Nurse Practitioners","3834"
"8519J","M","Medical Practitioners","3834"
"8519J","N","Nurse Practitioners","3834"
"8520K","M","Medical Practitioners","3834"
"8520K","N","Nurse Practitioners","3834"
"8521L","M","Medical Practitioners","3834"
"8521L","N","Nurse Practitioners","3834"
"8523N","M","Medical Practitioners","3834"
"8523N","N","Nurse Practitioners","3834"
"8524P","M","Medical Practitioners","3834"
"8524P","N","Nurse Practitioners","3834"
"8525Q","M","Medical Practitioners","3834"
"8525Q","N","Nurse Practitioners","3834"
"8532C","M","Medical Practitioners","3834"
"8532C","N","Nurse Practitioners","3834"
"8533D","M","Medical Practitioners","3834"
"8533D","N","Nurse Practitioners","3834"
"8534E","M","Medical Practitioners","3834"
"8534E","N","Nurse Practitioners","3834"
"8535F","M","Medical Practitioners","3834"
"8535F","N","Nurse Practitioners","3834"
"8541M","M","Medical Practitioners","3834"
"8541M","N","Nurse Practitioners","3834"
"8542N","M","Medical Practitioners","3834"
"8542N","N","Nurse Practitioners","3834"
"8543P","M","Medical Practitioners","3834"
"8543P","N","Nurse Practitioners","3834"
"8558K","M","Medical Practitioners","3834"
"8558K","N","Nurse Practitioners","3834"
"8558K","W","Midwives","3834"
"8559L","M","Medical Practitioners","3834"
"8559L","N","Nurse Practitioners","3834"
"8561N","M","Medical Practitioners","3834"
"8561N","N","Nurse Practitioners","3834"
"8562P","M","Medical Practitioners","3834"
"8562P","N","Nurse Practitioners","3834"
"8565T","M","Medical Practitioners","3834"
"8566W","M","Medical Practitioners","3834"
"8567X","M","Medical Practitioners","3834"
"8567X","N","Nurse Practitioners","3834"
"8571D","M","Medical Practitioners","3834"
"8571D","N","Nurse Practitioners","3834"
"8574G","M","Medical Practitioners","3834"
"8574G","N","Nurse Practitioners","3834"
"8575H","M","Medical Practitioners","3834"
"8575H","N","Nurse Practitioners","3834"
"8577K","M","Medical Practitioners","3834"
"8577K","N","Nurse Practitioners","3834"
"8578L","M","Medical Practitioners","3834"
"8578L","N","Nurse Practitioners","3834"
"8580N","M","Medical Practitioners","3834"
"8580N","N","Nurse Practitioners","3834"
"8581P","M","Medical Practitioners","3834"
"8581P","N","Nurse Practitioners","3834"
"8582Q","M","Medical Practitioners","3834"
"8582Q","N","Nurse Practitioners","3834"
"8583R","M","Medical Practitioners","3834"
"8583R","N","Nurse Practitioners","3834"
"8584T","M","Medical Practitioners","3834"
"8584T","N","Nurse Practitioners","3834"
"8585W","M","Medical Practitioners","3834"
"8585W","N","Nurse Practitioners","3834"
"8586X","M","Medical Practitioners","3834"
"8586X","N","Nurse Practitioners","3834"
"8587Y","M","Medical Practitioners","3834"
"8587Y","N","Nurse Practitioners","3834"
"8588B","M","Medical Practitioners","3834"
"8588B","N","Nurse Practitioners","3834"
"8591E","M","Medical Practitioners","3834"
"8591E","N","Nurse Practitioners","3834"
"8594H","M","Medical Practitioners","3834"
"8594H","N","Nurse Practitioners","3834"
"8595J","M","Medical Practitioners","3834"
"8595J","N","Nurse Practitioners","3834"
"8596K","M","Medical Practitioners","3834"
"8596K","N","Nurse Practitioners","3834"
"8597L","M","Medical Practitioners","3834"
"8597L","N","Nurse Practitioners","3834"
"8598M","M","Medical Practitioners","3834"
"8598M","N","Nurse Practitioners","3834"
"8599N","M","Medical Practitioners","3834"
"8599N","N","Nurse Practitioners","3834"
"8600P","M","Medical Practitioners","3834"
"8600P","N","Nurse Practitioners","3834"
"8601Q","M","Medical Practitioners","3834"
"8601Q","N","Nurse Practitioners","3834"
"8604W","M","Medical Practitioners","3834"
"8604W","N","Nurse Practitioners","3834"
"8605X","M","Medical Practitioners","3834"
"8605X","N","Nurse Practitioners","3834"
"8606Y","M","Medical Practitioners","3834"
"8606Y","N","Nurse Practitioners","3834"
"8607B","M","Medical Practitioners","3834"
"8607B","N","Nurse Practitioners","3834"
"8607B","W","Midwives","3834"
"8609D","M","Medical Practitioners","3834"
"8609D","N","Nurse Practitioners","3834"
"8612G","M","Medical Practitioners","3834"
"8612G","N","Nurse Practitioners","3834"
"8616L","M","Medical Practitioners","3834"
"8616L","N","Nurse Practitioners","3834"
"8617M","M","Medical Practitioners","3834"
"8617M","N","Nurse Practitioners","3834"
"8618N","M","Medical Practitioners","3834"
"8618N","N","Nurse Practitioners","3834"
"8620Q","M","Medical Practitioners","3834"
"8620Q","N","Nurse Practitioners","3834"
"8621R","M","Medical Practitioners","3834"
"8621R","N","Nurse Practitioners","3834"
"8622T","M","Medical Practitioners","3834"
"8622T","N","Nurse Practitioners","3834"
"8623W","M","Medical Practitioners","3834"
"8623W","N","Nurse Practitioners","3834"
"8624X","M","Medical Practitioners","3834"
"8624X","N","Nurse Practitioners","3834"
"8625Y","M","Medical Practitioners","3834"
"8625Y","N","Nurse Practitioners","3834"
"8626B","M","Medical Practitioners","3834"
"8626B","N","Nurse Practitioners","3834"
"8627C","M","Medical Practitioners","3834"
"8627C","N","Nurse Practitioners","3834"
"8628D","M","Medical Practitioners","3834"
"8628D","N","Nurse Practitioners","3834"
"8630F","M","Medical Practitioners","3834"
"8630F","N","Nurse Practitioners","3834"
"8632H","M","Medical Practitioners","3834"
"8632H","N","Nurse Practitioners","3834"
"8633J","M","Medical Practitioners","3834"
"8633J","N","Nurse Practitioners","3834"
"8637N","M","Medical Practitioners","3834"
"8638P","M","Medical Practitioners","3834"
"8639Q","M","Medical Practitioners","3834"
"8639Q","N","Nurse Practitioners","3834"
"8640R","M","Medical Practitioners","3834"
"8640R","N","Nurse Practitioners","3834"
"8644Y","M","Medical Practitioners","3834"
"8644Y","N","Nurse Practitioners","3834"
"8646C","M","Medical Practitioners","3834"
"8647D","M","Medical Practitioners","3834"
"8648E","M","Medical Practitioners","3834"
"8649F","M","Medical Practitioners","3834"
"8649F","N","Nurse Practitioners","3834"
"8650G","M","Medical Practitioners","3834"
"8650G","N","Nurse Practitioners","3834"
"8651H","M","Medical Practitioners","3834"
"8651H","N","Nurse Practitioners","3834"
"8654L","M","Medical Practitioners","3834"
"8654L","N","Nurse Practitioners","3834"
"8655M","M","Medical Practitioners","3834"
"8655M","N","Nurse Practitioners","3834"
"8656N","M","Medical Practitioners","3834"
"8656N","N","Nurse Practitioners","3834"
"8657P","M","Medical Practitioners","3834"
"8657P","N","Nurse Practitioners","3834"
"8658Q","M","Medical Practitioners","3834"
"8658Q","N","Nurse Practitioners","3834"
"8659R","M","Medical Practitioners","3834"
"8659R","N","Nurse Practitioners","3834"
"8660T","M","Medical Practitioners","3834"
"8660T","N","Nurse Practitioners","3834"
"8661W","M","Medical Practitioners","3834"
"8661W","N","Nurse Practitioners","3834"
"8662X","M","Medical Practitioners","3834"
"8663Y","M","Medical Practitioners","3834"
"8663Y","N","Nurse Practitioners","3834"
"8664B","M","Medical Practitioners","3834"
"8664B","N","Nurse Practitioners","3834"
"8669G","M","Medical Practitioners","3834"
"8669G","N","Nurse Practitioners","3834"
"8670H","M","Medical Practitioners","3834"
"8670H","N","Nurse Practitioners","3834"
"8671J","M","Medical Practitioners","3834"
"8671J","N","Nurse Practitioners","3834"
"8676P","M","Medical Practitioners","3834"
"8676P","N","Nurse Practitioners","3834"
"8678R","M","Medical Practitioners","3834"
"8678R","N","Nurse Practitioners","3834"
"8679T","M","Medical Practitioners","3834"
"8679T","N","Nurse Practitioners","3834"
"8694N","M","Medical Practitioners","3834"
"8694N","N","Nurse Practitioners","3834"
"8695P","M","Medical Practitioners","3834"
"8695P","N","Nurse Practitioners","3834"
"8696Q","M","Medical Practitioners","3834"
"8696Q","N","Nurse Practitioners","3834"
"8697R","M","Medical Practitioners","3834"
"8697R","N","Nurse Practitioners","3834"
"8698T","M","Medical Practitioners","3834"
"8698T","N","Nurse Practitioners","3834"
"8700X","M","Medical Practitioners","3834"
"8700X","N","Nurse Practitioners","3834"
"8701Y","M","Medical Practitioners","3834"
"8701Y","N","Nurse Practitioners","3834"
"8702B","M","Medical Practitioners","3834"
"8702B","N","Nurse Practitioners","3834"
"8703C","M","Medical Practitioners","3834"
"8703C","N","Nurse Practitioners","3834"
"8704D","M","Medical Practitioners","3834"
"8704D","N","Nurse Practitioners","3834"
"8705E","M","Medical Practitioners","3834"
"8705E","N","Nurse Practitioners","3834"
"8705E","W","Midwives","3834"
"8707G","M","Medical Practitioners","3834"
"8708H","M","Medical Practitioners","3834"
"8709J","M","Medical Practitioners","3834"
"8710K","M","Medical Practitioners","3834"
"8710K","N","Nurse Practitioners","3834"
"8711L","M","Medical Practitioners","3834"
"8712M","M","Medical Practitioners","3834"
